Category, Entry
AMERICAN FEDERATION OF LABOR NATIONAL AND INTERNATIONAL UNIONS,"POSTMASTERS GAZETTE (m) 1st of mo. 7th and Mission Sts., San Francisco, Cal. Official organ The National Association of Postmasters of the United States. AFL. Est. 1924, 9 by 12 in., 37 pp. av., $1 per yr., 15c per issue. William H. McCarthy, ed. National and labor news. Uses mats."
AMERICAN FEDERATION OF LABOR NATIONAL AND INTERNATIONAL UNIONS,"POTTERS HERALD, THE (w) Thur. N. B. O. P. Bldg., West 6th St., East Liverpool, Ohio. Official organ National Brotherhood of Operative Potters. AFL. Est. 1902, 7 cols., 6 pp., $2 per yr. E. J. McKeever, ed. Columnist: Philip Pearl. Local and national labor and general news. Movies. Local ads. 12,000 circ., estimated. ILNS, OLNS, AFLWNS."
AMERICAN FEDERATION OF LABOR NATIONAL AND INTERNATIONAL UNIONS,"PROGRESSIVE MINER, THE (f) 1st and 15th of mo. 118-120 S. Main St., Marissa, Ill. Official organ Progressive Mine Workers of America. AFL. Est. 1878, 7 cols., 4 pp., $1 per yr. William Lochrie, ed. Local and national labor news. No ads. Uses mats. 30,000 circ., publisher's report. AFLWNS."
AMERICAN FEDERATION OF LABOR NATIONAL AND INTERNATIONAL UNIONS,"PULP AND PAPER MILL NEWS (f) Fri. 600i/2 Main St., Vancouver, Wash. Official organ Pacific Coast Pulp and Paper Mill Employes' Association. AFL. Est. 1935, 5 cols., 12 pp., $1 per yr. T. W. Salisbury, ed. Local and national labor news. Con sumer notes. Local and national ads. Uses mats."
AMERICAN FEDERATION OF LABOR NATIONAL AND INTERNATIONAL UNIONS,"PULP, SULPHITE AND PAPER MILL WORKERS' JOURNAL, THE (q) 1st of mo. Edit. add., Fort Edward, N. Y. Pubn. add., Glens Falls, N. Y. Of ficial organ International Brotherhood of Pulp, Sul phite and Paper Mill Workers. AFL. Est. 1906, 8% by 11 in., 22 pp. av., 50c per yr., 5c per issue. J. P. Burke, ed. National labor and general news. No ads. Uses mats. 30,000 circ., estimated."
AMERICAN FEDERATION OF LABOR NATIONAL AND INTERNATIONAL UNIONS,"RAILROAD TELEGRAPHER, THE (m) 1st of mo. 3673 W. Pine Blvd., St. Louis, Mo. Official organ The Order of Railroad Telegraphers, St. Louis, Mo. AFL. Est. 1883, 8 by 11 in., 75 pp. av., $1 per yr. V. O. Gardner, ed. Local and national labor news, national general news. Ladies' Auxiliary Page. Na tional ads. Uses mats. 45,048 circ., sworn state ment."
AMERICAN FEDERATION OF LABOR NATIONAL AND INTERNATIONAL UNIONS,"RAILROAD TRAINMAN, THE (m) 1st of mo. Edit. add., Superior Ave. West, Cleveland, O. Pubn. add., 404 N. Wesley Ave., Mount Morris, Il1. Official organ Brotherhood of Railroad Trainmen. AFL. Est. 1883, 8i/2 by 11% in., 47 pp., $1 per yr. S. R. Harvey, ed. National labor and general news. National ads. Uses mats. 139,800 circ., sworn statement."
AMERICAN FEDERATION OF LABOR NATIONAL AND INTERNATIONAL UNIONS,"RAILROAD YARDMASTER, THE (q) 1st of mo. 33 N. High St., Columbus, O. Official organ Rail road Yardmasters of America. AFL. Est. 1919, 8 by 11 in., 16 pp., $1.50 per yr. C. H. Burchfield, ed. Local and national labor news. Ladies' Auxil iary. Local and national ads. Uses mats."
AMERICAN FEDERATION OF LABOR NATIONAL AND INTERNATIONAL UNIONS,"RAILWAY CARMEN'S JOURNAL (m) 1st of mo. 107 W. Linwood Blvd., Kansas City, Mo. Official organ Brotherhood Railway Carmen of America. AFL. Est. 1895, 8 by 11 in., 30 pp., $1.50 per yr. W. J. Adames, ed. National labor and general news. No ads. Uses mats. 75,000 circ., estimated."
AMERICAN FEDERATION OF LABOR NATIONAL AND INTERNATIONAL UNIONS,"RAILWAY CLERK (m) 1st of mo. Vine and Court Sts., Cincinnati, O. Official organ Brotherhood of Railway and Steamship Clerks, Freight Handlers, Express and Station Employes. AFL. Est. 1899, 8 by 11 in., 35 pp. av. P. E. Ziegler, ed. National labor and general news. National ads. Uses mats. 95,250 circ., estimated."
AMERICAN FEDERATION OF LABOR NATIONAL AND INTERNATIONAL UNIONS,"RAILWAY POST OFFICE, THE (m) 1st of mo. 508 A. F. of L. Bldg., Washington, D. C. Railway Mail Association, pubr. AFL. Est. 1902, 8i/2 by 11i/2 in., 70 pp., $1.25 per yr. H. W. Strickland, ed. Local and national labor news. Local and national ads. Uses mats."
AMERICAN FEDERATION OF LABOR NATIONAL AND INTERNATIONAL UNIONS,"RETAIL CLERKS INTERNATIONAL ADVOCATE, THE (b-wi) 1st of mo. Levering Bldg., Main St., Lafayette, Ind. Official organ Retail Clerks' Inter national Protective Association. AFL. Est. 1892, 6% by 10 in., 32 pp., $1 per yr., 20c per issue. C. C. Coulter, ed. National labor and general news. Local and national ads. Uses mats. AFLWNS."
AMERICAN FEDERATION OF LABOR NATIONAL AND INTERNATIONAL UNIONS,"RURAL DELIVERY JOURNAL, THE (m) 1st of mo. Edit. add., Northbrook, Il1. Pubn. add., 404 N. Wesley Ave., Mount Morris, Ill. Official organ National Federation of Rural Letter Carriers. AFL. Est. 1919. Uses mats. 2,000 circ., estimated."
AMERICAN FEDERATION OF LABOR NATIONAL AND INTERNATIONAL UNIONS,"SEAFARERS' LOG, THE (f ) 1st and 3rd Fri. P. O. Box 522, Church St. Annex, New York, N. Y. Offi cial organ Seafarers' International Union of North America. AFL. Local and national labor news, na tional general news. No ads."
AMERICAN FEDERATION OF LABOR NATIONAL AND INTERNATIONAL UNIONS,"SERVICE BUREAU NEWS BULLETIN (m) 1st of mo. Pressman's Home, Tenn. Official organ Inter national Printing Pressmen's and Assistants' Union of North America. AFL. Est. 1937, 5% by 8% in., 14 pp. av. J. C. Orr, ed. National labor news. No ads."
AMERICAN FEDERATION OF LABOR NATIONAL AND INTERNATIONAL UNIONS,"SIGNALMAN'S JOURNAL, THE (m) 1st of mo. 4849 North Western Ave., Chicago, Ill. Official organ The Brotherhood of Railroad Signalmen of America. AFL. Est. 1920, 8i/2 by lly2 in., 31 pp. av., $1.50 per yr. A. E. Lyon, ed. Local and na tional labor news. National ads. Uses mats. 7,778 circ., sworn statement."
AMERICAN FEDERATION OF LABOR NATIONAL AND INTERNATIONAL UNIONS,"SLEEPING CAR CONDUCTOR, THE (jn) 1st of mo. 107 W. Linwood Blvd., Kansas City, Mo. Official organ Order of Sleeping Car Conductors. AFL. Est. 1918, 6 by 9 in., 22 pp. av., $1 per yr., 10c per issue. M. S. Warfield, ed. Local and national labor news. No ads."
AMERICAN FEDERATION OF LABOR NATIONAL AND INTERNATIONAL UNIONS,"SPECIAL MESSENGER, THE (m) 1st of mo. 337 S. High St., Columbus, O. Official organ The Na tional Association of Special Delivery Messengers of the U. S. Postal Service. AFL. Est. 1937, 3 cols., 4 pp., 60c per yr. G. F. Mantor, ed. National labor and general news. No ads. Uses mats. AFLWNS."
AMERICAN FEDERATION OF LABOR NATIONAL AND INTERNATIONAL UNIONS,"STONE CUTTERS JpURNAL, THE (b-m) 1st of mo. Box 767, Indianapolis, Ind. Official organ Journeymen Stone Cutters Association of N. A. AFL. Est. 1853, 9 by 12 in., 16 pp., 60c per yr., 10c per issue. Joseph Blasey, ed. National labor news. No ads. Uses mats. 4,100 circ., estimated."
AMERICAN FEDERATION OF LABOR NATIONAL AND INTERNATIONAL UNIONS,"STOVE MOUNTERS' AND RANGE WORKERS' JOURNAL (q) 1st of mo. 2806 N. Grand Ave., St. Louis, Mo. Official organ The Stove Mounters' International Union of N. A. AFL. Est. 1895, 6 by 9 in., 20 pp., 60c per yr. E. W. Kaiser, sec.- treas. Local and national labor news. No ads. 4,000 circ., estimated."
AMERICAN FEDERATION OF LABOR NATIONAL AND INTERNATIONAL UNIONS,"EVENTS (m) 1st of mo. 215 E. 149th St., Bronx, New York, N. Y. Official organ Bldg. Service Employees' International Union. AFL. Est. 1937, 9 by 12 in., 11 pp. av., 10c per issue. George Cammarata, ed. Local and national labor news. Local ads. Uses mats."
AMERICAN FEDERATION OF LABOR NATIONAL AND INTERNATIONAL UNIONS,"TRAIN DISPATCHER, THE (m. irreg.) 1st of mo. 10 E. Huron St., Chicago, Ill. Official organ Train Dispatchers Association. AFL. Est. 1919, 7 by 10 in., 60 pp. av., $1.50 per yr. E. A. H. Stevenson, ed. Local and national labor news. Ladies Auxil iary. Local and national ads. Uses mats."
AMERICAN FEDERATION OF LABOR NATIONAL AND INTERNATIONAL UNIONS,"TYPOGRAPHICAL JOURNAL, THE (m) 5th of mo. Edit, add., Box 728, Indianapolis, Ind. Pubn. add., Meridian at 28th, Indianapolis, Ind. Official organ The International Typographical Union. AFL. Est. 1889, 6 by 9 in., 119 pp. av., $1 per yr., 10c per issue. Woodruff Randolph, ed. Local and national labor news. Women's Auxiliary Notes. National ads, classified ads. Uses mats. 78,200 circ., sworn state ment."
AMERICAN FEDERATION OF LABOR NATIONAL AND INTERNATIONAL UNIONS,"UNION LEADER, THE (w) Sat. 332-334 S. Ash land Blvd., Chicago, Ill. Official organ Amalgamated Association of Street, Electric Railway and Motor Coach Employes of America. AFL. Est. 1889, 4 cols., 8 pp., $1.25 per yr., 5c per issue. J. J. Woods, ed. Local and national labor and general news. Sports. Local and national ads, classified ads. Uses mats. 20,474 circ., publisher's report. ILNS, AFLWNS."
AMERICAN FEDERATION OF LABOR NATIONAL AND INTERNATIONAL UNIONS,"UNION POSTAL CLERK, THE (m) 1st of mo. A. F. of L Bldg., Washington, D. C. Official organ The National Federation of Post Office Clerks. AFL. Est. 1903, 9 by 12 in., 80 pp. av., $2 per yr. L. E. George, ed. National labor and general news. Aux iliary News. Local and national ads. Uses mats. 100 circ., estimated-paid. 45,803 circ., estimated- free distribution."
AMERICAN FEDERATION OF LABOR NATIONAL AND INTERNATIONAL UNIONS,"UPHOLSTERERS' JOURNAL (m) 1st of mo. 19 W. 44th St., New York, N. Y. Official organ Up holsterers' International Union of N. A. AFL. Est. 1922, 5 cols., 6 pp., 60c per yr., 5c per issue. S. B. Hoffman, ed. Local and national labor news. Sports. No ads. Uses mats. 30,000 circ., estimated. AFLWNS."
AMERICAN FEDERATION OF LABOR NATIONAL AND INTERNATIONAL UNIONS,"VOICE OF THE UNION CEMENT WORKER (m) 1st of mo. 666 Lake Shore Drive, Chicago, Il1. Offi cial organ United Cement, Lime and Gypsum Work ers International Union. AFL. Est. 1938, 83^ by 12 in., 20 pp., $2 per yr., 20c per issue. William Schoenberg, ed. Local and national labor news. No ads. Uses mats."
AMERICAN FEDERATION OF LABOR NATIONAL AND INTERNATIONAL UNIONS,"WEST COAST SAILOR (w) Thur. 59 Clay St., San Francisco, Calif. Official organ Sailors' Union of the Pacific. AFL. Est. 1937, 5 cols., 4 pp. Harry Lundeberg, ed. Local and national labor news, na tional general news. No ads. Uses mats."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"LABOR ADVOCATE (w) Sat. 1729i/2 3rd Ave. N., Birmingham, Ala. Official organ Retail Clerks of Alabama; Asbestos Workers No. 78. AFL. Est. 1890, 7 cols., 4 pp., $2 per yr. James Home, ed. Local and national labor and general news. Local and national ads. Uses mats. AFLWNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"SOUTHERN LABOR REVIEW (w) Wed. 2421 7th Ave. S., Birmingham, Ala. Official organ Birming ham Trades Council. AFL. Est. 1918, 6 cols., 4 pp., $1 per yr., 5c per issue. A. H. Cather, ed. Local and national labor and general news. Legal notices. Local and national ads. 1,000 circ., estimated. ILPA."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"ARIZONA LABOR JOURNAL (w) Thur. Box 463, 225 Ellis Bldg., Phoenix, Ariz. Official organ Ari zona State Federation of Labor. AFL. Est. 1912, 6 cols., 6 pp. av., $2 per yr., 5c per issue. A. S. Holohan, ed. Columnist: Philip Pearl. Local and national labor news. Local ads. Uses mats. 5,284 circ., estimated."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"PHOENIX LABOR PRESS (m) Last Fri. 1737 W. Jefferson St., Phoenix, Ariz. Official organ Phoenix Labor Temple and Allied Crafts of the State of Ari zona. AFL. Est. 1934, 5 cols., 10 pp., $1 per yr. 10c per issue. H. N. Jefferries, ed. Columnist: Philip Pearl. Local and national labor and general news. Comics, farm topics, household hints, chil dren's serial, stories, sports. Local ads. Uses mats. AFLWNS, ILPA, McClure, AN, WNU."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"SOUTHWESTERN LABOR RECORD (w) Thurs. 227-229 E. 10th St., Tucson, Ariz. Official organ Tucson Central Trades Council. AFL. Est. 1919, 6 cols., $1.50 per yr. J. J. Durkin, ed. Local and national labor news. Local and national ads. Uses mats. AFLWNS, ILNS, UNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"UNION LABOR BULLETIN (w) Fri. 1414 Donoghey Bldg., Little Rock, Ark. Official organ Arkansas State Federation of Labor. AFL. Est. 1898, 6 cols., $2 per yr. Herbert Latkin, ed. Local and national labor news. Local ads. Uses mats. 5,000 circ., publisher's report. AFLWNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"KERN COUNTY UNION LABOR JOURNAL, THE (w) Fri. 2121 Eye St., Bakersfield, Calif. Official organ Kern County Labor Council. AFL. Est. 1903, 6 cols., 6 pp. av., $2 per yr. Daniel Harris, ed. Columnist: Geo. Knapp. Local and national labor and general news. Local and national ads ; classified ads. Uses mats. 2,332 circ., estimated. AFLWNS, ILNS, ILPA."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"TRI-COUNTY LABOR NEWS (w) Fri. 479 N. Fresno St., P. O. Box 835, Fresno, Calif. Official organ Fresno Labor Council and Fresno Building Trades Council. AFL. Est. 1900, 6 cols., 4 pp., $2 per yr., 5c per issue. W. C. Kautenberg, ed. Local and national labor news, local general news. Comics. Local ads. Uses mats. 3,600 circ., estimated."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"GLENDALE AND SAN FERNANDO VALLEY LABOR NEWS (m) 1st of mo. 411 E. Broadway, Glendale, Calif. Official organ Glendale Central Labor Council. AFL. Est. 1934. Gil Rankin, ed. Uses mats. 3,900 circ., estimated."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"LABOR NEWS (w) Fri. 235 E. 4th St., Long Beach, Calif. Official organ Central Labor Council of Long Beach. Est. 1920, 8 cols., 6 pp., $2 per yr., 5c per issue. Carl Fletcher, ed. Columnists: George L. Knapp, Modestus. Local and national labor and gen eral news. Local ads. Uses mats. 16,000 circ., estimated."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"FURNITURE WORKER, THE (m) 1st of mo. 8315 Towne Ave., Los Angeles, Calif. Official organ Pa cific Advisory Council of Furniture and Kindred Products Workers, North Central District Council of Furniture and Wooden Ware Workers. AFL. Est. 1937, 5 cols., 4 pp., 60c per yr., 2c per issue. George Walker, ed. Local and national labor news. No ads. Uses mats. AFLWNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"LOS ANGELES CITIZEN, THE (w) Fri. Room 300, Union Labor Temple Annex, 532-540 Maple Ave., Los Angeles, Calif. Official organ Los Angeles Central Labor Council. AFL. Est. 1906, 8 cols., 8 pp., $1.50 per yr., 5c per issue. Harvey E. Garman, ed. Local and national labor news, local general news. Woman's Page. Local and national ads. Uses mats. ILNS, AFLWNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"FARMER-LABOR NEWS (w) P. O. Box 682, Modesto, Calif. Official organ Modesto Central Labor Council and Farmers' Educational and Cooperative Union of Stanislaus County. AFL. Est. 1923. Joseph Bredsteen, ed. Uses mats. 500 circ., esti mated. AFLWNS, ILNS, UNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"MONTEREY LABOR NEWS (w) P. O. Box 609, Mon terey, Calif. Official organ Monterey Central Labor Council and Building Trades Council. AFL. Est. 1937. J. C. McDonald, ed. Uses mats."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"EAST BAY LABOR JOURNAL (w) Fri. 2111 Web ster St., Oakland, Calif. Official organ Central Labor and Building and Construction Trades Councils of Alameda County, Calif. AFL. Est. 1918, 8 cols., 4 pp., $2 per yr., 5c per issue. Paul Fuhrer, ed. Columnist: Philip Pearl. Local and national labor news, local general news. Movies, legal notices. Local ads. 23,000 circ., estimated."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"LABOR ADVOCATE (m) 1st of mo. 42 E. Walnut St., Pasadena, Calif. Official organ Pasadena and Pomona Central Labor Council and Building Trades Council. AFL. Est. 1937. J. C. Tutt, ed. Local ads. Uses mats. 4,000 circ., estimated. AFLWNS, ILNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"CONTRA COSTA COUNTY LABOR JOURNAL (w) Fri. Brotherhood Hall, Richmond, Calif. Bredsteen & Tosh, pubr. AFL. Est. 1920, 8 cols., $2 per yr. Joseph Bredsteen, ed. Uses mats."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"RIVERSIDE LABOR RECORD (m) 1st of mo. Labor Temple, 8th and Orange Sts., Riverside, Calif. Offi cial organ Riverside County Central Labor Council. AFL. Est. 1938, 5 cols., 8 pp., $1 per yr., 10c per issue. L. M. Brown, ed. Local and national labor news. National general news. Local ads. Uses mats. AFLWNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"SACRAMENTO VALLEY UNION LABOR BUL LETIN (w) Fri. 8th and Eye Sts., Sacramento, Calif. Official organ Federated Trades Council, Allied Printing and Building Trades Councils. AFL. Est. 1928, 7 cols., 4 pp., $2 per yr., 5c per issue. Wal ter J. Moran, ed. Local and national labor news. Local and national ads. Uses mats. 7,000 circ., estimated."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"SALINAS LABOR NEWS (w) P. O. Box 1410, Salinas, Calif. Official organ Monterey County Central Labor Council and Salinas Building Trades Council. AFL. Est. 1937. J. E. McDonald, ed. Uses mats. 1,500 circ., estimated."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"INLAND CALIFORNIA LABOR JOURNAL (m) 1st of mo. Labor Temple, San Bernardino, Calif. Offi cial organ San Bernardino Central Labor Council. AFL. Est. 1937. Gil Rankin, ed. Uses mats. 4,200 circ., estimated."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"SAN DIEGO LABOR LEADER (w) Fri. 621 6th Ave., San Diego, Calif. Official organ Imperial Val ley and San Diego County Central Labor Councils, California. AFL. Est. 1906, 8 cols., 4 pp., $1.50 per yr., 5c per issue. Edward F. Pierce, ed. Local and national labor and general news. Sports. Local ads; classified ads. Uses mats. 10,000 circ., esti mated. AFLWNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"LABOR CLARION (w) Fri. 2940 16th St., San Fran cisco, Calif. Official organ San Francisco Labor Council. AFL. Est. 1902, 3 cols., 12 pp., $1.50 per yr., 5c per issue. Charles A. Deny, ed. Columnist : Philip Pearl. Local and national labor and general news. Local ads. ILNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"MUSICAL NEWS, THE (m) 1st of mo. 230 Jones St., San Francisco, Calif. Official organ Musicians' Union Local No. 6, American Federation of Musi cians. AFL. Est. 1920, 9 by 12 in., 26 pp. av. Eddie B. Love, ed. Local and national labor news. Local ads. Uses mats. 3,500 circ., estimated."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"ORGANIZED LABOR (w) Sat. 238 13th St., San Francisco, Calif. Official organ State and Local Building and Construction Trades Councils of Cali fornia. AFL. Est. 1900, 6 cols., 4 pp., $1.50 per yr. Cress Gannon, ed. Columnist: Philip Pearl. Local and national labor and general news. Building con tracts. Local ads. 14,500 circ., estimated."
